full_name,a,e,i,om,w,q,ad,per_y,H,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T
"318050 (2004 FC32)",1.92296980954905,.3390006254859533,10.93413735990914,80.86715396380184,172.7382022768027,1.271081841321317,2.574857777776782,2.66665542303563,18.7,,,,,,,,,,
"318160 (2004 QZ2)",2.260028435084343,.4951131216898363,.9710529604627057,219.8081461943678,208.1405624728748,1.141058701481938,3.378998168686748,3.39765327153768,18.1,,,,,,,,,,
"318411 (2005 AH14)",2.314918443175609,.6089026693196692,12.84589816231836,59.42886275494173,192.3759295315165,.9053584238686477,3.72447846248257,3.52218160646012,17.1,,,,,,,,,,
"318450 (2005 EJ)",1.445133084066195,.1540442656414733,12.45750518528915,33.53008296338889,92.09646628424814,1.22251861937702,1.667747548755369,1.73728059103973,20.0,,,,,,,,,,
"319988 (2007 DK)",1.39609612843502,.5507497773634058,5.178843727272028,290.9188827834734,354.9577529456973,.62719649652152,2.16499576034852,1.64960964185628,19.4,,,,,,,,,,
"320378 (2007 UR3)",1.55981578140529,.283776503040598,1.311310326640899,156.136472248694,316.1489750265072,1.117176713570559,2.002454849240021,1.94813104511689,21.2,,,,,,,,,,
"322652 (1999 JO8)",2.649541015905366,.5762919618669676,24.49815816260945,80.36489849143827,205.6132276745229,1.122631825802264,4.176450206008467,4.31284820198657,16.9,,,,2.386,,,,,S,
"322705 (2000 DK8)",2.529260708107147,.6887716160978584,12.68497917641436,102.7992803651305,340.8104099404311,.7871777226513738,4.271343693562922,4.02252357686867,19.3,,,,,,,,,,
"322756 (2001 CK32)",.7253351367610902,.3825840403239593,8.13032205747319,109.4514862958297,234.1353026370456,.4478334895501007,1.00283678397208,0.617755010295346,18.9,,,,,,,,,,
"322763 (2001 FA7)",2.006795744552119,.5361278689803117,22.85262786576594,352.5529100511962,62.47221217265062,.9308966185466332,3.082694870557604,2.84290900671581,16.8,,,,,,,,,,
"322775 (2001 HA8)",2.389939516953638,.5288888278176878,11.51754433488782,95.98937917777812,202.1348567739939,1.125927207276857,3.653951826630418,3.69477985983813,17.2,,,,,,,,,C:,
"322913 (2002 CM1)",2.299829204669199,.4613692632611779,45.01215297257872,308.2172530769124,84.18857620479265,1.23875869888443,3.360899710453968,3.4878000469599,16.9,,,,,,,,,,
"322966 (2002 KF4)",2.899795764948911,.5775803681973423,37.08822253564551,77.95145515305003,193.6978540069001,1.224930659332625,4.574660870565197,4.93809361764397,16.9,,,,,,,,,,
"323179 (2003 HR32)",1.747927768738206,.6876517986463844,8.291940079369487,341.9847111460996,352.6117939672615,.5459620946614174,2.949893442814996,2.31096530368917,18.2,,,,,,,,,,
"323300 (2003 UD22)",1.168248675763776,.3181724045810688,10.07847962334259,253.8625362574448,23.49128095292848,.7965441854473662,1.539953166080186,1.26273188933817,19.6,,,,,,,,,,
"325102 (2008 EY5)",.6264396095593034,.6264402318831017,5.091017941059004,245.9238464186306,106.1901273669382,.2340126352862137,1.018866583832393,0.495823398252024,20.1,,,,,,,,,,
"325395 (2009 CQ5)",.9327045973851461,.09141537286290764,18.68404710574361,278.7041129818357,118.2098891387446,.8474410588442348,1.017968135926058,0.900791705279164,17.6,,,,,,,,,,
"325769 (2010 LY63)",1.903424399664731,.4133029152319065,11.12258733099806,344.98181176,350.4166148352822,1.116733546359756,2.690115252969705,2.6261023631454,17.9,,,,,,,,,,
"326290 Akhenaten (1998 HE3)",.8788197762865633,.4401559292466006,3.378837899393068,53.49797146435245,309.3447355978665,.4920020410148613,1.265637511558265,0.823868568479096,21.8,,,,,,,,,,
"326291 (1998 HM3)",1.246505251861446,.06221212136671366,39.32924406202069,210.8328532973896,137.0352229670948,1.168957515848396,1.324052987874496,1.39171199769504,19.0,,,,,,,,,,
"326302 (1998 VN)",1.387864215193651,.3450070294271902,12.03668031587375,228.0087178669597,245.8202709105444,.909041305061391,1.866687125325912,1.63504108235007,20.5,,,,,,,,,,
"326332 (2000 GS146)",1.304425975006292,.197150854674522,46.84993203070617,33.69901400648327,80.80784511571805,1.047257279174155,1.561594670838429,1.48983221103743,17.9,,,,,,,,,,
"326354 (2000 SJ344)",1.139898013823888,.1744821150475803,5.766885627485771,14.98586510268288,18.77357716647349,.9410061974333601,1.338789830214416,1.21704657265056,22.6,,,,,,,,,,
"326386 (2001 OA14)",1.089117215319375,.4215671192482947,29.23990764149399,309.54630662,144.3594072129158,.6299812083334616,1.548253222305289,1.13663267473569,18.4,,,,,,,,,,
"326388 (2001 QD96)",1.274305383093363,.4964225252877285,17.95362785975926,330.3414275963746,145.7432550591002,.6417114868304098,1.906899279356317,1.43852852756621,18.2,,,,,,,,,,
"326683 (2002 WP)",1.45016963781176,.2159077665064537,19.15063713310996,76.34607182215395,1.08104088843639,1.13706675025635,1.76327252536717,1.74637061170923,18.3,,,,,,,,,,
"326732 (2003 HB6)",2.713321810552327,.5750490300073867,6.381185046367886,163.0289221676328,143.7115083394399,1.153028735296325,4.273614885808328,4.46951254940039,17.6,,,,9.436,,,,,,
"326742 (2003 QN47)",1.735298069423295,.3689374091202056,28.01452510390852,349.389335828772,324.1488968695956,1.09508169563897,2.375514443207619,2.28596368925822,18.1,,,,,,,,,,
"326777 (2003 SV222)",1.745325087118152,.3899731716961844,19.4069210433807,234.5384275295794,75.15787252012673,1.064695127253767,2.425955046982537,2.30580565051358,17.6,,,,,,,,,,
"326946 (2004 EN20)",1.865719824338826,.3796747342920734,40.12593435114279,185.6069237091614,246.3852514699844,1.157353145769528,2.574086502908123,2.54846011819093,18.4,,,,,,,,,,
"327140 (2005 EE224)",1.744803082343128,.3733158233303032,21.82265632082395,19.9860840413656,208.2713092000062,1.093440483108953,2.396165681577304,2.30477127167574,19.9,,,,,,,,,,
"328059 (2007 UB6)",1.438699851837295,.1666634454077816,14.20013593476196,56.8893388256262,255.2079060022142,1.198921177622426,1.678478526052163,1.72569285346671,19.5,,,,,,,,,,
"329275 (1999 VP6)",1.378484723240514,.3045908798978729,12.81731211099837,227.1545543701647,108.8053302470251,.9586108484629101,1.798358598018118,1.61849416679735,19.9,,,,,,,,,,
"329291 (2000 JB6)",1.785894236415938,.3454521262448165,10.64369178761778,110.669262624635,175.6330008538135,1.168953275197689,2.402835197634187,2.38666687659401,19.2,,,,,,,,,,
"329338 (2001 JW2)",1.697995749467591,.4887525184785177,9.586420021119807,247.3860323442977,87.71194369191947,.8680960505494878,2.527895448385695,2.21265192752773,19.1,,,,,,,,,,
"329340 (2001 LM5)",1.231569085262217,.03463689697746531,12.54773620884655,270.2130355274776,255.7070241562685,1.188911353735359,1.274226816789076,1.36677293538496,19.2,,,,,,,,,,
"329343 (2001 QG96)",1.708045103713514,.2687519332237255,23.49534577678654,170.5162921656791,192.5282242500376,1.249004680057188,2.167085527369839,2.23232387644421,19.7,,,,,,,,,,
"329390 (2001 YP2)",2.001248580066539,.4799237212134844,27.92955025883848,92.77785961548686,288.5502086815214,1.040801914447804,2.961695245685275,2.83112964574834,19.0,,,,,,,,,,
"329395 (2002 AC)",2.253523357140271,.6486469465770069,34.74368962201017,72.98643974773087,132.1238373211444,.7917823124912682,3.715264401789273,3.38299454828559,17.9,,,,,,,,,,
"329437 (2002 OA22)",.9354383145295847,.2431326227184382,6.882796115761705,174.1104724200645,318.6327942285771,.7080027437266915,1.162873885332478,0.904754878451552,19.4,,,,10.5,,,,,,
"329520 (2002 SV)",1.402871509124542,.2369065912001684,16.77374319485534,352.6700110036052,326.921535821775,1.070522002006011,1.735221016243073,1.66163275676997,19.8,,,,,,,,,,
"329571 (2002 VC92)",1.460774291669008,.2786105603146238,27.31986051197064,243.6258758184503,231.7541323430933,1.053787147773908,1.867761435564108,1.76556161327342,18.9,,,,,,,,,,
"329614 (2003 KU2)",2.69152699161614,.6755236922638217,5.402159512378343,105.3677306708116,246.6156235762414,.8733367404118689,4.509717242820412,4.41576864558009,17.7,,,,3.278,,,,,,
"329669 (2003 UD8)",2.724673808478479,.5325086621256568,3.874256731161509,238.754122858887,107.9346709856091,1.273761403996786,4.175586212960172,4.49759119235407,16.6,,,,,,,,,,
"329713 (2003 WO7)",2.15214025956272,.4356823421803271,7.666382447868177,91.29730312857758,245.7441767592533,1.214490750575857,3.089789768549583,3.15728698959233,18.9,,,,,,,,,,
"329770 (2004 JA)",1.355827729451728,.6283589669457291,29.60546291764828,56.94702873986352,54.29098961892171,.5038812180170666,2.20777424088639,1.57875584001666,17.9,,,,52.1,,,,,,
"329774 (2004 LE)",2.644135640343277,.8374580699360866,40.46931702157725,211.5256377525338,185.2066114728951,.4297829103321777,4.858488370354375,4.29965685865898,16.6,,,,,,,,,,
"329915 (2005 MB)",.9852928408696913,.7928192038295293,41.39826832421915,88.66139001604665,42.81007351943625,.2041337552324475,1.766451926506935,0.97803904540254,17.1,,,,,,,,,,
"330233 (2006 KV86)",1.543341617848247,.3741220980837536,37.06668524284609,220.085428954459,153.7813283459033,.965943413718886,2.120739821977608,1.91734958411934,18.7,,,,,,,,,,
"330659 (2008 GG2)",1.587250894788835,.2777316265235734,13.01660417100569,198.7383225810259,.3680639131617257,1.146421122078134,2.028080667499535,1.99975399524122,22.7,,,,,,,,,,
"330809 (2008 VK14)",1.541770134900969,.5055873458858045,6.915708554892504,308.232756191234,29.90837585403886,.7622706644303895,2.321269605371549,1.91442186383564,19.3,,,,,,,,,,
"330825 (2008 XE3)",2.607647269794179,.5500231299030017,7.476646849664514,315.2405632240777,44.52050229007781,1.173380956778967,4.041913582809389,4.2109634303106,16.3,,,,4.409,,,,,,
"331471 (1984 QY1)",2.4982188062717,.8945315790359538,14.25324594052699,142.3465251848722,337.0239636984707,.2634831927201606,4.73295441982324,3.9486979319317,15.4,,,,,,,,,,
"331509 (1999 YA)",1.676901871546103,.3390704690990728,38.24292336934472,106.21558893,265.5383182423131,1.108313967327853,2.245489775764354,2.17154921474962,18.2,,,,,,,,,,
"331510 (2000 AE6)",2.715224730286673,.5533866562349005,11.89512957226533,119.7012320601913,279.6707416397336,1.212655595867021,4.217793864706324,4.47421524333034,17.5,,,,,,,,,,
"331769 (2003 BQ35)",1.425430997648665,.2451780605306047,8.483244550901572,137.02080761,223.8945689874282,1.07594659022496,1.774915405072369,1.70187437998166,19.9,,,,,,,,,,
"331792 (2003 MT2)",2.685214861133038,.5341066465077948,27.91114236988959,305.1604931285212,304.6043439768371,1.251023756500377,4.119405965765699,4.40024406058694,16.0,,,,,,,,,,
"331876 (2004 CL)",1.284254168944256,.5360637111594384,13.3073158381465,109.4893004209792,274.5456165667023,.5958121130680176,1.972696224820494,1.45540773450056,20.5,,,,,,,,,,
"331963 (2004 XK35)",1.952273620398608,.4168877968734613,31.47724901289059,263.910928833966,64.04251820482912,1.138394571896456,2.76615266890076,2.72784212226831,17.6,,,,,,,,,,
"331990 (2005 FD)",1.460724900884397,.394264915348951,11.32864774968822,13.3918226454806,270.9102337653268,.8848123214891056,2.036637480279689,1.76547206993663,19.6,,,,,,,,,,
"331999 (2005 HA8)",1.74034785148921,.2861663710026055,13.39378187283369,102.1720079045814,173.3796211893163,1.242318822546362,2.238376880432059,2.29594930440948,19.2,,,,,,,,,,
"332408 (2007 MM13)",1.401081564320196,.568520735534517,38.1925646977804,242.652333264472,294.4105587524333,.6045376428290266,2.197625485811366,1.65845361814388,17.8,,,,,,,,,,
"332446 (2008 AF4)",1.382353088912921,.4105817770895493,8.919547655770538,109.4005801338454,293.3812226181283,.8147841011018264,1.949922076724016,1.62531178059648,19.7,,,,,,,,,,
"332775 (2009 VO24)",1.547412280386235,.4620221449549297,6.054408791107109,163.7246091200262,343.4787539593948,.8324735394725877,2.262351021299883,1.92494028268263,19.7,,,,,,,,,,
"333284 (1999 PJ1)",1.675347996730386,.359384684617654,34.48115654415425,319.4986463513331,80.51944770164492,1.073253585300618,2.277442408160155,2.16853156605782,18.1,,,,6.2013,,,,,,
"333311 (2001 MR3)",2.369832306024553,.4519601760734097,4.425973428728104,220.7654919395703,58.92873754580778,1.298762479729242,3.440902132319865,3.64825028960567,19.1,,,,,,,,,,
"333358 (2001 WN1)",1.501831746331849,.3030165902467697,14.07062803340764,243.7157166626725,127.2645772137202,1.04675181143402,1.956911681229677,1.84051822756506,19.5,,,,3.21,,,,,,
"333478 (2004 SD20)",.8751196268901545,.4648547630953477,21.33476129759628,46.60834220262583,94.4244683411181,.4683161000520427,1.281923153728266,0.818670871765203,18.2,,,,,,,,,,
"333480 (2004 TC10)",1.120449361602224,.4072804863727479,14.10426481292219,16.46739830843275,135.9733221080977,.6641122006528352,1.576786522551612,1.18603239801424,20.2,,,,,,,,,,
"333510 (2005 MD)",1.758432679123779,.6073468251060672,20.75017565897616,189.0018384916052,202.4681643920734,.6904541742951962,2.826411183952362,2.33182965719416,18.7,,,,,,,,,,
"333521 (2005 PO)",1.252234171337789,.3731234564598657,12.51582119421566,300.5592275825105,249.4511026847745,.7849962290310774,1.719472113644501,1.40131744449033,19.9,,,,,,,,,,
"333555 (2005 VY17)",1.984409761055943,.4389362379757714,25.43156584813695,79.22435011847249,66.31568537582757,1.113380405935648,2.855439116176238,2.79547256346864,17.3,,,,,,,,,,
"333578 (2006 KM103)",1.576077497712086,.377472062083913,11.66580956139156,169.5451583925774,196.8276456914011,.9811522746466516,2.171002720777521,1.97867540262923,20.0,,,,,,,,,,
"333707 (2008 YT30)",1.269578902822436,.275409564107149,16.1421697996953,269.6046965947074,334.0786454821985,.9199247305964765,1.619233075048396,1.43053256178765,19.4,,,,,,,,,,
"333755 (2010 VC1)",1.156022803433139,.5586089410096112,20.95566246663331,182.2578313030927,2.200896446301658,.5102581294243912,1.801787477441886,1.24296186310087,19.4,,,,,,,,,,
"333888 (1998 ST4)",2.811723780300412,.5999165798707151,9.309998665391529,239.3481376722975,207.0182906749156,1.124924066481431,4.498523494119394,4.71484243036174,16.4,,,,,,,,,,
"333889 (1998 SV4)",.8164836874070742,.6419786080498133,53.29707024617514,177.2541928825176,359.499064487804,.2923186262701018,1.340648748544047,0.737784404586271,18.1,,,,,,,,,,
"333908 (1999 TN12)",1.886518091410454,.3908716982967187,37.25951325418024,212.3796391822249,150.2328026777662,1.149131561153366,2.623904621667543,2.59119241556915,17.5,,,,,,,,,,
"334412 (2002 EZ2)",1.249235589686039,.04602754273839887,13.02441274652168,181.111154420779,186.3275030935428,1.191736345191436,1.306734834180642,1.39628709747807,20.1,,,,,,,,,,
"334673 (2003 AL18)",1.684400785250658,.416529555244497,15.72892573983348,312.998755834823,246.5788807230771,.9827980753167201,2.386003495184597,2.18613186764834,17.7,,,,2.4840,,,,,,
"335746 (2007 EJ26)",1.641634472822236,.2686507064537324,29.04060588525651,176.3864439134385,224.3553115000174,1.200608211959742,2.08266073368473,2.10340497718895,18.3,,,,,,,,,,
"335758 (2007 EM88)",1.650895747318763,.2674871234945069,3.577069379984188,78.26691128223219,336.9990419968433,1.209302392679153,2.092489101958373,2.12122958412727,19.6,,,,,,,,,,
"337053 (1996 XW1)",1.72550287723864,.4543894571358968,30.58780067148233,247.9065382667605,264.5933775905509,.9414525615637465,2.509553192913534,2.26663574829599,19.1,,,,,,,,,,
"337069 (1998 FX134)",2.258172496401737,.4289397465796617,5.215427527415231,349.5769702986165,253.8539989967011,1.289552558062014,3.226792434741461,3.39346889407291,18.5,,,,,,,,,,
"337075 (1998 QC1)",1.983019612203762,.5908612104030742,9.638630771108074,308.5581639023792,115.2410597528515,.8113302438840123,3.154708980523511,2.792535587663,19.7,,,,,,,,,,
"337084 (1998 SE36)",1.341348399371222,.09918706416692102,11.67525506633183,199.2679673345654,27.13215519186247,1.208303989612592,1.474392809129852,1.55353340194763,19.7,,,,,,,,,,
"337118 (1999 TX2)",1.280861602275383,.4634353059256284,61.38313115589702,179.9594941646937,53.55828793454123,.6872651137765003,1.874458090774266,1.44964449977128,18.2,,,,,,,,,,
"337119 (1999 TK12)",1.683041158478066,.3930483081745804,24.48681355006417,359.1330135827797,112.1227892349884,1.021524678550076,2.344557638406056,2.18348547533279,18.6,,,,,,,,,,
"337228 (2000 FL1)",2.732386643484057,.5285336551045497,43.67665098890978,78.89608675276519,7.264023999050842,1.288228343644576,4.176544943323538,4.51670194761058,15.4,,,,,,,,,,
"337248 (2000 RH60)",.8259065914400324,.5513074469788036,19.64512262344858,177.8982043321434,354.3844908396786,.3705781370702623,1.281235045809803,0.750593156639712,20.0,,,,,,,,,,
"337252 (2000 SD8)",1.129116618546872,.313786901620434,6.547491056695322,19.13456365272697,211.5955247761327,.7748146132449076,1.483418623848837,1.19982084120961,20.7,,,,,,,,,,
"337345 (2001 KO20)",1.219930413020238,.1213674287982125,14.19432999453905,75.28408043996785,66.33409491523658,1.07187059547923,1.367990230561246,1.34744420188694,20.6,,,,,,,,,,
"337557 (2001 SF262)",1.691408910646227,.2338077577506224,43.34415658491935,347.3031488708351,9.94972345262638,1.29594438580861,2.086873435483844,2.19978949401876,18.6,,,,,,,,,,
"337558 (2001 SG262)",1.962557748187361,.5820583763869885,4.815776714342035,359.481850441761,99.69834004223956,.8202345717117213,3.104880924663,2.74942494943025,19.3,,,,,,,,,,
"337866 (2001 WL15)",1.989202450281461,.474751585917125,6.942507041415181,112.2169785672922,14.35311651470956,1.044825432300107,2.933579468262816,2.8056059928834,18.2,,,,,,,,,Sk,
"338049 (2002 NY31)",2.211819455345605,.5455414963302897,40.91809288510439,118.1899510276074,282.7791636847745,1.005180160063917,3.418458750627293,3.28952137700305,17.2,,,,,,,,,,
"338172 (2002 RV112)",2.21987729305885,.4892316207480521,16.50657915773657,196.1010641313978,199.4749121860709,1.13384312711387,3.30591145900383,3.30751372893943,17.4,,,,,,,,,,
"338176 (2002 RC118)",2.948886066217449,.5672150354652308,28.04672105798939,209.0028124362873,222.1913366426853,1.276233551584994,4.621538580849904,5.06401743599762,16.8,,,,9.98,,,,,,
"338292 (2002 UA31)",.7987531308520388,.4871216705903568,30.70325827417975,209.3340921994579,358.6453837734396,.4096631713621158,1.187843090341962,0.713883036845822,19.0,,,,,,,,,,
"338347 (2002 XG4)",2.26555358496602,.479867937642354,21.03244414631222,259.496979222719,238.0668558276084,1.178387058530134,3.352720111401905,3.41012037949937,18.2,,,,,,,,,,
"338567 (2003 SJ84)",1.738021730835179,.2838244461741326,36.66177609715697,183.099557419886,307.0430109857779,1.244728675642277,2.231314786028081,2.29134775006755,19.4,,,,,,,,,,
"339492 (2005 GQ21)",1.426363523356756,.2153799903785777,47.02004756169647,203.2677668121176,143.5881789179955,1.119153361419823,1.733573685293688,1.70354471809205,18.2,,,,,,,,,,
"339714 (2005 ST1)",1.451408378889647,.3709692856172295,20.23411369214586,7.62540023119688,80.60549292227458,.9129804494340935,1.989836308345201,1.74860872530677,20.4,,,,,,,,,,
"339715 (2005 SS4)",1.45990898182937,.7514151395246678,14.5811963025566,28.68717229708501,192.2288751249856,.3629112705547384,2.556906693104002,1.76399306338617,19.1,,,,,,,,,,
"340048 (2005 VT5)",1.449918636817708,.2610986883815423,19.53852695529949,221.8622454038988,319.4047405698703,1.071346782484651,1.828490491150766,1.74591722841518,19.0,,,,,,,,,,
"340291 (2006 CV)",1.145530621474832,.3816511651558996,20.20080798321964,330.4287289032838,284.6074026308828,.7083375250672003,1.582723717882463,1.22607844283062,19.8,,,,,,,,,,
"340666 (2006 RO36)",.9060923846301138,.2311389462791709,23.85695182193281,270.9681828794496,261.1124853450563,.6966591456151281,1.115525623645099,0.862515528560008,17.8,,,,,,,,,,
"341050 (2007 HZ)",1.329095815181906,.1424852278268287,7.41800562790203,208.3715065681858,259.0942537219138,1.139719295152028,1.518472335211785,1.53229589505425,20.3,,,,,,,,,,
"341816 (2007 YK)",1.87035202219802,.3216240307252778,31.83702143917032,132.8987034479595,281.4280195918502,1.268801865943519,2.471902178452522,2.55795695875213,17.5,,,,,,,,,,
"341843 (2008 EV5)",.9583146912757488,.0835955667340624,7.436932008934313,93.40033449839608,234.7885734794438,.8782038315489744,1.038425551002523,0.938145978791722,20.0,0.450,,,3.725,,,,,,
"342866 (2008 YU32)",1.53707463636998,.5958946129111955,3.409677295324713,232.7953095197215,83.71076380120317,.6211401409146742,2.453009131825286,1.90568289829109,20.2,,,,,,,,,,
"343098 (2009 DV42)",1.614793783269124,.2751545525095385,19.9259768825403,117.0373858632426,343.7848109930503,1.170475922438523,2.059111644099724,2.05203047102383,18.7,,,,9.658,,,,,,
"343158 (2009 HC82)",2.527185975734522,.8076178048565589,154.4968149943797,294.9442677879929,298.505914218994,.4861855855475266,4.568186365921518,4.01757512603031,16.1,,,,,,,,,,
"343166 (2009 SO103)",2.003881095531437,.6638431565951759,29.45992415464249,194.7620953183587,304.578400064654,.6736183436324487,3.334143847430426,2.8367177394245,17.3,,,,,,,,,,
"344074 (1997 UH9)",.83006254181449,.4746721269284683,25.49239932026091,42.42060663519261,180.8976021520979,.4360549896077554,1.224070094021225,0.756265739145811,18.7,,,,,,,,,Sq,
"344076 (1998 HJ3)",1.985974939092153,.7466515482977548,6.555691009435603,223.80727593,93.93414004539981,.5031436759384577,3.468806202245848,2.79878055584431,18.8,,,,,,,,,,
"344133 (2000 AD6)",2.212593734423211,.4241178322383308,30.07032735842531,112.8415806028817,335.2428112984415,1.274193276155526,3.150994192690896,3.29124884426705,18.4,,,,,,,,,,
"344143 (2000 JQ3)",2.466425033642546,.4861971487874621,7.783455046560356,55.00115870303232,217.9514527962322,1.26725621458752,3.665593852697572,3.87355816659526,18.2,,,,,,,,,,
"344756 (2003 VO2)",1.315158549310623,.1005130464109868,7.121962556363164,268.6628861779939,229.0444370506212,1.182967957005958,1.447349141615288,1.50825707422293,20.9,,,,,,,,,,
"345646 (2006 TN)",1.561617955784927,.345213906350658,17.27279027307916,24.37815639279763,131.571430483735,1.022525721041084,2.100710190528771,1.95150825715596,19.7,,,,,,,,,,
"345705 (2006 VB14)",.766799165101313,.421398490420306,31.02159393769243,258.7477426677941,346.4413101970318,.4436711544720687,1.089927175730557,0.67147623905608,18.5,,,,3.25,,,,,,
"345722 (2007 BG29)",.8325203942196777,.3347231558365387,18.51166046326901,61.01372595018615,245.0968375511859,.5538565405681879,1.111184247871168,0.759627229606563,18.0,,,,,,,,,,
"345813 (2007 HX4)",1.317434839777826,.3316343692540858,56.55762614812334,41.68603446141073,14.50845519468463,.8805281676547488,1.754341511900902,1.51217452928034,17.7,,,,,,,,,,
"345853 (2007 PU11)",2.820788932816446,.553316032752766,13.81886112090253,207.9607553703193,195.058480457914,1.260001191277542,4.381576674355351,4.73766216669793,16.2,,,,56.8,,,,,,
"347634 (2001 SW269)",1.122359983473552,.554103329240589,24.46397003858387,191.2573852852228,29.44257971501737,.5004565800244444,1.74426338692266,1.18906737480148,19.5,,,,,,,,,,
"347813 (2002 NP1)",1.248068338837149,.1652326430104346,19.12593653407792,315.0696364446298,145.137534741493,1.041846708553444,1.454289969120853,1.39433057717874,17.6,,,,,,,,,,
"348304 (2005 AN19)",1.934916450311208,.334924765482808,39.84790018147771,121.4928634176474,47.13043593317069,1.2868650119619,2.582967888660517,2.69154427154126,18.1,,,,,,,,,,
"348306 (2005 AY28)",.8723456189895191,.5702302229288051,5.882366251090701,117.5680057444824,155.871207180599,.3749077822021591,1.369783455776879,0.814781348396728,21.5,,,,,,,,,,
"348314 (2005 BC)",1.189571100431588,.2780086440125524,30.12508059210881,292.4917597620246,84.18974171931215,.8588600518440824,1.520282149019094,1.29745949771483,17.9,,,,,,,,,,
"348400 (2005 JF21)",2.223048206578414,.5360854144567071,10.87098480689637,132.3116905152281,205.9954323493678,1.031304487397586,3.414791925759243,3.31460302914314,17.1,,,,,,,,,,
"348461 (2005 SH19)",2.274959883977876,.8549486917736944,47.67514540444681,18.46286635017806,158.3175701908189,.3299859073333554,4.219933860622396,3.43138000696949,17.1,,,,,,,,,,
"348595 (2005 XE1)",1.449360001698962,.1515485479238657,29.13154739309988,83.21285394189283,314.7425216829072,1.229711598022553,1.669008405375372,1.74490830622278,18.9,,,,,,,,,,
"348776 (2006 KZ37)",1.284674641142628,.2085993794985758,21.37118570295122,95.70512065816833,243.1833505417261,1.01669230814272,1.552656974142536,1.45612255629137,19.1,,,,,,,,,,
"349063 (2006 XA)",2.200213436417054,.5458165976123751,10.30582755358924,252.9456808230271,300.8813013097558,.9993004245308658,3.401126448303242,3.26366385020026,17.3,,,,,,,,,,
"349068 (2006 YT13)",1.323199281490608,.4258582650927982,38.24334978764929,116.7429952324972,105.4831104463706,.7597039311029807,1.886694631878236,1.52211016693695,18.3,,,,2.433,,,,,,
"349074 (2007 BM8)",1.341629107219789,.7208315446877309,27.64294774198089,87.65828308635851,179.246850665579,.3745405254645272,2.308717688975051,1.55402109608483,18.3,,,,,,,,,,
"349219 (2007 SV11)",1.734123116349057,.4940402141100333,32.24257622338943,292.2754650324766,23.65176845656725,.8773965606548109,2.590849672043304,2.28364237736556,18.2,,,,,,,,,,
"349507 (2008 QY)",1.167010802974558,.5813946758232442,13.58103485311936,1.998435957920455,254.8281030048963,.4885169354969411,1.845504670452176,1.26072544070174,18.6,,,,,,,,,,
"349925 (2009 WC26)",2.172113347731123,.696875177327414,11.99592297541265,203.0866112776523,350.8799498827708,.6584214733557536,3.685805222106491,3.20134094164346,17.4,,,,,,,,,,
"349928 (2009 WD106)",1.933040360109837,.7768002929712267,11.00057115332538,294.6138789541934,16.63152883270498,.4314540420513102,3.434626678168364,2.68763064858818,18.6,,,,,,,,,,
"350462 (1998 KG3)",1.160348545367303,.1181279460805398,5.504656131366021,207.9694598755871,267.7159967326007,1.023278954965522,1.297418135769085,1.24994497657505,22.1,,,,,,,,,,
"350513 (2000 BG19)",2.658384751019138,.5605115171583772,12.5743410364506,147.5788501978678,79.58256568345168,1.168329481034706,4.148440021003569,4.33445958496852,17.9,1.77,,0.043,,,,,,X,
"350523 (2000 EA14)",1.116910623860508,.2025028171980995,3.554600074164801,203.8842787203365,205.9610105297772,.8907330759702682,1.343088171750747,1.18041803190255,21.1,,,,,,,,,,
"350536 (2000 QY69)",1.426438251675248,.1636167042244742,25.202999538713,342.004156002041,65.02378794170203,1.193049126156423,1.659827377194073,1.70367859493782,19.7,,,,,,,,,,
"350713 (2001 XP88)",1.346757602641217,.1942837198407215,6.748331145692773,97.88672460756689,261.1761570231049,1.085104525876309,1.608410679406125,1.56294017978747,20.6,,,,,,,,,,
"350751 (2002 AW)",1.070691548778197,.2562938293688784,.5712618248998607,162.384700475196,118.8630160328399,.7962799116689377,1.345103185887456,1.10791071935015,20.8,,,,,,,,,,
"350872 (2002 PG43)",2.173338315240549,.403223694102868,6.935231380561287,347.0172136163874,5.344205124673827,1.296996811233952,3.049679819247147,3.20404942701007,18.2,,,,,,,,,,
"350964 (2003 BT35)",1.394562450577689,.17119217270364,57.26950412200189,122.5805729444066,41.57991528983276,1.155824274692382,1.633300626462997,1.64689212680212,18.6,,,,,,,,,,
"350988 (2003 GW)",1.820544375644844,.4762646355421161,49.4294765504576,183.2340887634951,90.63131216183879,.9534834720901034,2.687605279199586,2.45646231653863,16.8,,,,,,,,,,
"351278 (2004 SB20)",1.182987343487394,.4132208726982466,30.27326169860282,30.93230004299164,209.3657227120819,.6941522810205524,1.671822405954235,1.28670310689826,18.8,,,,,,,,,,
"351331 (2004 XH29)",1.381111440258638,.5031412401438835,22.62311029592794,232.0920695404392,334.0441849990581,.686217317430002,2.076005563087275,1.62312245613617,18.8,,,,,,,,,,
"351340 (2004 YC5)",1.928554109168307,.6174667587867064,11.43526562796444,334.7221690846022,26.88801830596314,.7377360542353686,3.119372164101246,2.67827979335493,18.1,,,,,,,,,,
"351370 (2005 EY)",2.516234322855121,.8906808445058823,17.22735130502415,62.41314288506223,185.7428850291842,.2750726111998351,4.757396034510407,3.9914879763982,17.2,,,,,,,,,,
